"","logFC","logCPM","F","PValue","FDR","gene_name","z","gene_id","ovl_with_cherryetal","gene_id_trimmed","Human_gene_id","HGNC.symbol"
"Adam33",-1.2817475397781,5.81081077557993,119.719586970986,1.9006304169324e-08,2.42594626176931e-06,"Adam33",-5.6208110635695,"ENSMUSG00000027318.17",TRUE,"ENSMUSG00000027318","ENSG00000149451","ADAM33"
"Ifi211",-0.945389501277001,5.59217055388762,119.597297538625,1.9134537293929e-08,2.42594626176931e-06,"Ifi211",-5.61964938317708,"ENSMUSG00000026536.9",TRUE,"ENSMUSG00000026536","ENSG00000163563","MNDA"
"Kif26b",2.27259476639777,4.7772381167787,119.515505694452,1.92208532341655e-08,2.42594626176931e-06,"Kif26b",5.61887168477829,"ENSMUSG00000026494.12",TRUE,"ENSMUSG00000026494","ENSG00000162849","KIF26B"
"Glipr1",1.79065945844284,4.77728872329773,118.784613778796,2.00121317356013e-08,2.50592859048242e-06,"Glipr1",5.61189633550222,"ENSMUSG00000056888.11",TRUE,"ENSMUSG00000056888","ENSG00000139278","GLIPR1"
"Uap1",-0.972932164269227,7.79564075773584,118.481374000915,2.03512421920315e-08,2.52848284828028e-06,"Uap1",-5.60898860459978,"ENSMUSG00000026670.15",TRUE,"ENSMUSG00000026670","ENSG00000117143","UAP1"
"Fyn",-0.823080441980844,7.110668967279,117.565784709542,2.14154395624203e-08,2.64007546791605e-06,"Fyn",-5.60015972017109,"ENSMUSG00000019843.14",TRUE,"ENSMUSG00000019843","ENSG00000010810","FYN"
"Frmd4b",-1.17020561274155,4.80539940313139,115.564572854293,2.39691638983033e-08,2.93216625749782e-06,"Frmd4b",-5.58059902630769,"ENSMUSG00000030064.16",TRUE,"ENSMUSG00000030064","ENSG00000114541","FRMD4B"
"Nxn",0.92248352652997,6.08022202686326,115.225621048182,2.44351289150447e-08,2.96635003920577e-06,"Nxn",5.57724949659786,"ENSMUSG00000020844.6",TRUE,"ENSMUSG00000020844","ENSG00000167693","NXN"
"Ppl",-1.16073803485846,5.80947250658784,115.05958830239,2.46671287373683e-08,2.97182839629067e-06,"Ppl",-5.57560484474136,"ENSMUSG00000039457.4",TRUE,"ENSMUSG00000039457","ENSG00000118898","PPL"
"Mturn",-0.934500841723586,5.91373520564517,114.774569784593,2.50712506863583e-08,2.97390266302097e-06,"Mturn",-5.57277554192202,"ENSMUSG00000038065.13",TRUE,"ENSMUSG00000038065","ENSG00000180354","MTURN"
"Ly6c1",-0.911384147293712,8.82841204539737,114.673944511682,2.52157183340138e-08,2.97390266302097e-06,"Ly6c1",-5.57177483642866,"ENSMUSG00000079018.10",TRUE,"ENSMUSG00000079018",NA,NA
"Ramp2",-1.19984372977021,6.30908102467458,114.653383752605,2.52453536758995e-08,2.97390266302097e-06,"Ramp2",-5.57157024482313,"ENSMUSG00000001240.13",TRUE,"ENSMUSG00000001240","ENSG00000131477","RAMP2"
"Col1a2",0.772133721738232,14.7868567060003,114.162823457016,2.59643006372124e-08,3.02115705867552e-06,"Col1a2",5.56667701702486,"ENSMUSG00000029661.16",TRUE,"ENSMUSG00000029661","ENSG00000164692","COL1A2"
"Spon1",0.796720898829586,8.87556539271519,114.121148532823,2.60264426233129e-08,3.02115705867552e-06,"Spon1",5.5662602659873,"ENSMUSG00000038156.16",TRUE,"ENSMUSG00000038156","ENSG00000262655","SPON1"
"Pdzd2",-1.10986021877651,5.37213871423545,113.935836208017,2.63048187778787e-08,3.03134444220729e-06,"Pdzd2",-5.56440512906143,"ENSMUSG00000022197.16",TRUE,"ENSMUSG00000022197","ENSG00000133401","PDZD2"
"1700019D03Rik",-1.7901917704879,4.21372789534999,113.215020400523,2.7420282361295e-08,3.13715647763795e-06,"1700019D03Rik",-5.55715781667911,"ENSMUSG00000043629.12",TRUE,"ENSMUSG00000043629","ENSG00000187699","C2orf88"
"Crispld1",-1.28844014261135,4.35345654783605,113.058445443953,2.76696312430894e-08,3.13764320305988e-06,"Crispld1",-5.55557693194036,"ENSMUSG00000025776.13",TRUE,"ENSMUSG00000025776","ENSG00000121005","CRISPLD1"
"Ltbp1",-1.10042368566119,7.90167660542232,112.965334263734,2.78191342282238e-08,3.13764320305988e-06,"Ltbp1",-5.55463569103337,"ENSMUSG00000001870.16",TRUE,"ENSMUSG00000001870","ENSG00000049323","LTBP1"
"Ddit4",1.00466205540616,6.19829484304452,112.778050738825,2.81226328920827e-08,3.14953683720276e-06,"Ddit4",5.55273992614442,"ENSMUSG00000020108.4",TRUE,"ENSMUSG00000020108","ENSG00000168209","DDIT4"
"Rbpj",-0.799477879640743,6.33991745857532,112.435665530719,2.8687258531467e-08,3.16060015117001e-06,"Rbpj",-5.54926529462849,"ENSMUSG00000039191.12",TRUE,"ENSMUSG00000039191","ENSG00000168214","RBPJ"
"Actn1",1.12939656496531,7.13393199642475,112.35863940881,2.88160503075397e-08,3.16060015117001e-06,"Actn1",5.54848202542917,"ENSMUSG00000015143.15",TRUE,"ENSMUSG00000015143","ENSG00000072110","ACTN1"
"Xpnpep2",-1.2147081702518,4.84241134795387,112.35768762365,2.88176458479313e-08,3.16060015117001e-06,"Xpnpep2",-5.54847234319373,"ENSMUSG00000037005.16",TRUE,"ENSMUSG00000037005","ENSG00000122121","XPNPEP2"
"Pde8a",-0.825020929846286,6.72003567627932,112.174338794496,2.91268866829924e-08,3.17263615698376e-06,"Pde8a",-5.54660552463122,"ENSMUSG00000025584.17",TRUE,"ENSMUSG00000025584","ENSG00000073417","PDE8A"
"Colgalt2",-1.18020956716399,5.25553065734697,111.914881048613,2.95709610068651e-08,3.19909518974269e-06,"Colgalt2",-5.54395810885412,"ENSMUSG00000032649.14",TRUE,"ENSMUSG00000032649","ENSG00000198756","COLGALT2"
"Angptl4",0.888068576496339,7.70436228216291,111.758322089268,2.9842639631193e-08,3.20667228415448e-06,"Angptl4",5.54235740866635,"ENSMUSG00000002289.16",TRUE,"ENSMUSG00000002289","ENSG00000167772","ANGPTL4"
"Zfp385a",-1.16332196804508,6.3775712741005,110.852926295847,3.14705456122673e-08,3.35889991189186e-06,"Zfp385a",-5.53305237034496,"ENSMUSG00000000552.10",TRUE,"ENSMUSG00000000552","ENSG00000161642","ZNF385A"
"Gpr176",1.16486188091435,5.84778919199429,110.61111755588,3.19222361461348e-08,3.38439547621321e-06,"Gpr176",5.53055325631471,"ENSMUSG00000040133.2",TRUE,"ENSMUSG00000040133","ENSG00000166073","GPR176"
"Akr1c18",-1.68168534662483,4.94155964455733,110.448367350062,3.22303962308054e-08,3.39443702820197e-06,"Akr1c18",-5.52886787659258,"ENSMUSG00000021214.14",TRUE,"ENSMUSG00000021214",NA,NA
"Hc",1.81910157889254,4.56274618204807,109.599310655931,3.38939060453137e-08,3.54614991999095e-06,"Hc",5.52003141592373,"ENSMUSG00000026874.10",TRUE,"ENSMUSG00000026874","ENSG00000106804","C5"
"F2r",1.0999079087961,5.60758506345988,109.421774378343,3.42539538148312e-08,3.56039625828275e-06,"F2r",5.51817433423525,"ENSMUSG00000048376.6",TRUE,"ENSMUSG00000048376","ENSG00000181104","F2R"
"Cadm1",-2.55092748784437,2.43640502930599,109.28053638233,3.45434939910333e-08,3.56717652558053e-06,"Cadm1",-5.51669460597815,"ENSMUSG00000032076.19",TRUE,"ENSMUSG00000032076","ENSG00000182985","CADM1"
"Nrep",0.910594312636648,9.2749316521672,109.160017474184,3.47927604361401e-08,3.56973722074798e-06,"Nrep",5.51543030617896,"ENSMUSG00000042834.15",TRUE,"ENSMUSG00000042834","ENSG00000134986","NREP"
"Fxyd5",0.865619049787872,6.7804868455128,108.35936169494,3.65016006124702e-08,3.70755858129611e-06,"Fxyd5",5.50699240302759,"ENSMUSG00000009687.14",TRUE,"ENSMUSG00000009687",NA,NA
"Dkk2",-1.25414700567694,5.89821640856814,108.31350675682,3.66023201448462e-08,3.70755858129611e-06,"Dkk2",-5.50650710330934,"ENSMUSG00000028031.6",TRUE,"ENSMUSG00000028031","ENSG00000155011","DKK2"
"Gstm1",-1.072230469102,7.53344586004423,108.102357573853,3.70702000468345e-08,3.73118602116968e-06,"Gstm1",-5.50426955364233,"ENSMUSG00000058135.12",TRUE,"ENSMUSG00000058135","ENSG00000134184","GSTM1"
"Dmrt2",-2.17976234734359,2.5142500029617,107.245979509861,3.90388083862064e-08,3.90461741991095e-06,"Dmrt2",-5.49514564707739,"ENSMUSG00000048138.10",TRUE,"ENSMUSG00000048138","ENSG00000173253","DMRT2"
"Sh3bgrl3",0.873973806588616,6.74785337509517,106.677643699858,4.04108474991959e-08,4.01658567362321e-06,"Sh3bgrl3",5.48904683389452,"ENSMUSG00000028843.8",TRUE,"ENSMUSG00000028843","ENSG00000142669","SH3BGRL3"
"Nrcam",-2.32344144047679,3.49395544520273,106.401195383382,4.10979869786791e-08,4.059511098894e-06,"Nrcam",-5.48606751735617,"ENSMUSG00000020598.16",TRUE,"ENSMUSG00000020598","ENSG00000091129","NRCAM"
"Tm4sf1",0.761061542365362,6.89398515916478,105.02032563052,4.47354344606923e-08,4.3698738695734e-06,"Tm4sf1",5.4710589926277,"ENSMUSG00000027800.14",TRUE,"ENSMUSG00000027800","ENSG00000169908","TM4SF1"
"Plp1",-1.98267989325849,3.81618040529438,105.000728326278,4.47896271609423e-08,4.3698738695734e-06,"Plp1",-5.47084445538691,"ENSMUSG00000031425.15",TRUE,"ENSMUSG00000031425","ENSG00000123560","PLP1"
"Stra6",1.40312299903049,4.55834002771638,104.249221955922,4.69251748661925e-08,4.52402792103273e-06,"Stra6",5.46258461115624,"ENSMUSG00000032327.14",TRUE,"ENSMUSG00000032327","ENSG00000137868","STRA6"
"Cthrc1",1.22368759516369,6.92755033538337,104.244620247261,4.69386032176571e-08,4.52402792103273e-06,"Cthrc1",5.46253383506102,"ENSMUSG00000054196.7",TRUE,"ENSMUSG00000054196","ENSG00000164932","CTHRC1"
"Megf6",1.89883445889573,3.50458253752566,103.916089732105,4.79086791314586e-08,4.57256841919602e-06,"Megf6",5.45890248167051,"ENSMUSG00000057751.14",TRUE,"ENSMUSG00000057751","ENSG00000162591","MEGF6"
"Cldn1",1.87054154016268,3.00524692773208,103.879779073325,4.80172876819301e-08,4.57256841919602e-06,"Cldn1",5.4585003653689,"ENSMUSG00000022512.3",TRUE,"ENSMUSG00000022512","ENSG00000163347","CLDN1"
"Tgm2",0.935980716932161,7.14578985633486,103.018015666879,5.06788842831971e-08,4.78552209746614e-06,"Tgm2",5.44891198129939,"ENSMUSG00000037820.15",TRUE,"ENSMUSG00000037820","ENSG00000198959","TGM2"
"Adamts7",1.22874723678607,5.98543213300413,102.92495434213,5.09762082085856e-08,4.78552209746614e-06,"Adamts7",5.44787134507382,"ENSMUSG00000032363.15",TRUE,"ENSMUSG00000032363","ENSG00000136378","ADAMTS7"
"Rnf149",0.952494626462259,4.89087543024977,102.868883445051,5.11563073991853e-08,4.78552209746614e-06,"Rnf149",5.44724385366396,"ENSMUSG00000048234.13",TRUE,"ENSMUSG00000048234","ENSG00000163162","RNF149"
"Tnfrsf26",1.66065539232478,2.93222505172815,102.388592925323,5.27289764862084e-08,4.90379481321739e-06,"Tnfrsf26",5.44185368858074,"ENSMUSG00000045362.8",TRUE,"ENSMUSG00000045362","ENSG00000120889","TNFRSF10B"
"Lhfpl2",0.803970031491223,6.81581035923379,102.167177426589,5.347243467104e-08,4.94402400333459e-06,"Lhfpl2",5.43935958119505,"ENSMUSG00000045312.12",TRUE,"ENSMUSG00000045312","ENSG00000145685","LHFPL2"
"Abca8b",-1.07319975595037,6.71223705890813,101.307935336842,5.64725700197299e-08,5.17752704267391e-06,"Abca8b",-5.42962505547204,"ENSMUSG00000020620.14",TRUE,"ENSMUSG00000020620","ENSG00000141338","ABCA8"
"Il18",-1.45265881991852,3.6464697842767,101.259018346293,5.66490414025819e-08,5.17752704267391e-06,"Il18",-5.42906818008062,"ENSMUSG00000039217.13",TRUE,"ENSMUSG00000039217","ENSG00000150782","IL18"
"Tmem100",-1.01407719101101,6.62439450762932,100.960392290392,5.77400452975952e-08,5.23787912112043e-06,"Tmem100",-5.42566227074598,"ENSMUSG00000069763.3",TRUE,"ENSMUSG00000069763","ENSG00000166292","TMEM100"
"Lox",1.13571751580348,9.25426083516206,100.889692479489,5.80018243420628e-08,5.23787912112043e-06,"Lox",5.42485432522842,"ENSMUSG00000024529.14",TRUE,"ENSMUSG00000024529","ENSG00000113083","LOX"
"Neurl3",-1.83818227995023,2.74536472500081,100.810281955351,5.82974661660263e-08,5.23787912112043e-06,"Neurl3",-5.42394610460086,"ENSMUSG00000047180.8",TRUE,"ENSMUSG00000047180","ENSG00000163121","NEURL3"
"Rbp1",0.963087366316568,6.38932560381691,100.478623184386,5.95508711562606e-08,5.26966345200128e-06,"Rbp1",5.42014453039076,"ENSMUSG00000046402.10",TRUE,"ENSMUSG00000046402","ENSG00000114115","RBP1"
"Has1",-0.946415776203048,10.1637484527963,100.447347166318,5.96706414452839e-08,5.26966345200128e-06,"Has1",-5.41978533509915,"ENSMUSG00000003665.7",TRUE,"ENSMUSG00000003665","ENSG00000105509","HAS1"
"Brinp3",1.96702106979439,5.15838152479733,100.360408691194,6.00050097092074e-08,5.26966345200128e-06,"Brinp3",5.41878623816457,"ENSMUSG00000035131.14",TRUE,"ENSMUSG00000035131","ENSG00000162670","BRINP3"
"Plau",-0.867628326462132,8.76235953432783,100.349263931357,6.00480266093138e-08,5.26966345200128e-06,"Plau",-5.41865809491204,"ENSMUSG00000021822.3",TRUE,"ENSMUSG00000021822","ENSG00000122861","PLAU"
"C1qtnf1",-1.01479008887616,7.78888492839197,100.282092814093,6.0308039254495e-08,5.26966345200128e-06,"C1qtnf1",-5.417885430512,"ENSMUSG00000017446.14",TRUE,"ENSMUSG00000017446","ENSG00000173918","C1QTNF1"
"Sept9",0.964092377972317,7.27914383560808,100.041671357022,6.1249228910953e-08,5.3226584009338e-06,"Sept9",5.4151152868299,"ENSMUSG00000059248.13",TRUE,"ENSMUSG00000059248","ENSG00000184640","SEPTIN9"
"Ifi27l2a",-1.26584971870777,5.95173966174743,98.2913207699116,6.86273593547491e-08,5.93141791205747e-06,"Ifi27l2a",-5.39472819307298,"ENSMUSG00000079017.3",TRUE,"ENSMUSG00000079017",NA,NA
"Scg3",-1.3256839608082,4.59968172315615,98.1069500621025,6.94616906548601e-08,5.97107711613103e-06,"Scg3",-5.39255794097319,"ENSMUSG00000032181.7",TRUE,"ENSMUSG00000032181","ENSG00000104112","SCG3"
"C1qtnf3",1.18817994146336,6.37094079780609,97.8138119114306,7.08120737843668e-08,6.04547691653626e-06,"C1qtnf3",5.38909828544732,"ENSMUSG00000058914.12",TRUE,"ENSMUSG00000058914","ENSG00000273294","C1QTNF3-AMACR"
"Matn2",0.800138431410802,7.29565635437603,97.7548074928975,7.1087479305306e-08,6.04547691653626e-06,"Matn2",5.38840055349125,"ENSMUSG00000022324.15",TRUE,"ENSMUSG00000022324","ENSG00000132561","MATN2"
"Ctsk",0.781257733036287,9.970765696897,96.4556568866268,7.74709803518985e-08,6.54348429915074e-06,"Ctsk",5.37292168886946,"ENSMUSG00000028111.4",TRUE,"ENSMUSG00000028111","ENSG00000143387","CTSK"
"Ntrk2",-0.914457416820811,6.67306971076482,96.3985141848932,7.7766366882946e-08,6.54348429915074e-06,"Ntrk2",-5.37223569689588,"ENSMUSG00000055254.15",TRUE,"ENSMUSG00000055254","ENSG00000148053","NTRK2"
"Aox1",-1.16495397829224,4.96058182530945,96.2284088957522,7.86532935775477e-08,6.58328067244074e-06,"Aox1",-5.37019100029506,"ENSMUSG00000063558.4",TRUE,"ENSMUSG00000063558","ENSG00000138356","AOX1"
"Emilin1",0.909431837519517,7.95600313380445,95.8853982584625,8.04769377867961e-08,6.69782911630045e-06,"Emilin1",5.36605605992684,"ENSMUSG00000029163.9",TRUE,"ENSMUSG00000029163","ENSG00000138080","EMILIN1"
"Thbs4",0.898690331671749,10.9842020542552,95.7529337438708,8.11940221603424e-08,6.69782911630045e-06,"Thbs4",5.36445494636355,"ENSMUSG00000021702.7",TRUE,"ENSMUSG00000021702","ENSG00000113296","THBS4"
"Ltc4s",2.26975163570128,2.41254061030908,95.736157431292,8.12853561872595e-08,6.69782911630045e-06,"Ltc4s",5.36425199867626,"ENSMUSG00000020377.15",TRUE,"ENSMUSG00000020377",NA,NA
"Wnt11",-1.11578194158555,5.11687513924594,95.2033691478054,8.42476276099797e-08,6.90613413340983e-06,"Wnt11",-5.3577866755421,"ENSMUSG00000015957.12",TRUE,"ENSMUSG00000015957","ENSG00000085741","WNT11"
"Il2rg",1.46384903605943,3.65116240796963,95.0789528675412,8.49569258989937e-08,6.92856406447024e-06,"Il2rg",5.35627127657849,"ENSMUSG00000031304.18",TRUE,"ENSMUSG00000031304","ENSG00000285171",""
"Serpinb2",1.48090774104708,6.03092969904611,94.9009364639517,8.59836335647437e-08,6.97651900295979e-06,"Serpinb2",5.35409930061917,"ENSMUSG00000062345.10",TRUE,"ENSMUSG00000062345","ENSG00000197632","SERPINB2"
"Kcnn3",-1.60849704771645,3.07908439221077,94.4442187243663,8.86828774071088e-08,7.15900405789467e-06,"Kcnn3",-5.34850673334119,"ENSMUSG00000000794.9",TRUE,"ENSMUSG00000000794","ENSG00000143603","KCNN3"
"Tpm2",0.77019569586696,5.99950457456904,94.2246422641202,9.0014785976859e-08,7.22982394641408e-06,"Tpm2",5.34580760135806,"ENSMUSG00000028464.16",TRUE,"ENSMUSG00000028464","ENSG00000198467","TPM2"
"Tnn",1.39325760295729,4.51835060714255,93.921807651862,9.18891894037391e-08,7.34328532204855e-06,"Tnn",5.34207387584297,"ENSMUSG00000026725.17",TRUE,"ENSMUSG00000026725","ENSG00000120332","TNN"
"Sfrp2",1.11710335677344,9.2213976257942,93.5796405999427,9.40606323767557e-08,7.47923118343773e-06,"Sfrp2",5.33783956310535,"ENSMUSG00000027996.13",TRUE,"ENSMUSG00000027996","ENSG00000145423","SFRP2"
"Cdh11",0.747004736303937,7.9528313043003,93.4029931197436,9.52044528457955e-08,7.52975437287144e-06,"Cdh11",5.3356470164846,"ENSMUSG00000031673.6",TRUE,"ENSMUSG00000031673","ENSG00000140937","CDH11"
"Gpc3",-1.17227647550316,7.11612619818628,93.3359065536298,9.56429845513444e-08,7.52975437287144e-06,"Gpc3",-5.3348131676101,"ENSMUSG00000055653.13",TRUE,"ENSMUSG00000055653","ENSG00000147257","GPC3"
"Il17ra",-0.874778847305921,7.59984361453742,93.0259715011646,9.76990033754698e-08,7.65373029891673e-06,"Il17ra",-5.33095244347575,"ENSMUSG00000002897.5",TRUE,"ENSMUSG00000002897","ENSG00000177663","IL17RA"
"Jpt1",-0.857845603957232,6.21897625090571,92.7987783857597,9.92380595306208e-08,7.73619049370325e-06,"Jpt1",-5.32811358504638,"ENSMUSG00000020737.12",TRUE,"ENSMUSG00000020737","ENSG00000189159","JPT1"
"Ablim1",-0.931507717300743,7.62718874165721,92.5433167163913,1.01001622718956e-07,7.83526246877834e-06,"Ablim1",-5.32491254387577,"ENSMUSG00000025085.16",TRUE,"ENSMUSG00000025085","ENSG00000099204","ABLIM1"
"Serpina3n",1.08705591487172,8.58947409069297,92.3607535143359,1.02283765368528e-07,7.87071058357987e-06,"Serpina3n",5.32261911339124,"ENSMUSG00000021091.8",TRUE,"ENSMUSG00000021091","ENSG00000196136","SERPINA3"
"Aox3",-1.97260275145058,3.41078077628179,92.3374982372092,1.02448411670819e-07,7.87071058357987e-06,"Aox3",-5.32232662091075,"ENSMUSG00000064294.12",TRUE,"ENSMUSG00000064294",NA,NA
"Gstt1",-0.992123511716133,6.06223690359801,92.2603931850346,1.02996470850091e-07,7.87237259410703e-06,"Gstt1",-5.32135626669885,"ENSMUSG00000001663.10",TRUE,"ENSMUSG00000001663",NA,NA
"Cemip",1.66870134728286,3.36152346958266,92.1955304429318,1.03460093829364e-07,7.87237259410703e-06,"Cemip",5.32053930323207,"ENSMUSG00000052353.13",TRUE,"ENSMUSG00000052353","ENSG00000103888","CEMIP"
"Il1rl2",-0.739557055732288,7.3151981782664,92.0339205494809,1.04625594612635e-07,7.90959516390273e-06,"Il1rl2",-5.31850108812516,"ENSMUSG00000070942.8",TRUE,"ENSMUSG00000070942","ENSG00000115598","IL1RL2"
"Irgm1",-1.23081461739255,6.84635131243455,91.9216082862998,1.05444359425222e-07,7.90981909405332e-06,"Irgm1",-5.31708234058988,"ENSMUSG00000046879.7",TRUE,"ENSMUSG00000046879","ENSG00000237693","IRGM"
"Mmp19",0.845848258813331,7.88817601461169,91.4807053853987,1.08729747364758e-07,8.11797733493778e-06,"Mmp19",5.31149467680688,"ENSMUSG00000025355.7",TRUE,"ENSMUSG00000025355","ENSG00000123342","MMP19"
"Mill2",-1.05078320129623,4.74581022311325,91.1103253114857,1.11579744346413e-07,8.25483851849192e-06,"Mill2",-5.30677831034436,"ENSMUSG00000040987.15",TRUE,"ENSMUSG00000040987","ENSG00000204516","MICB"
"Erbb3",-1.90619151620689,2.81939712905318,91.1076069010128,1.11600973494043e-07,8.25483851849192e-06,"Erbb3",-5.30674361824818,"ENSMUSG00000018166.8",TRUE,"ENSMUSG00000018166","ENSG00000065361","ERBB3"
"Ccl11",-0.815727429473982,8.80849621340466,90.6876330206373,1.14936546607332e-07,8.46220324396483e-06,"Ccl11",-5.30137052705711,"ENSMUSG00000020676.2",TRUE,"ENSMUSG00000020676","ENSG00000172156","CCL11"
"Myo10",0.971577150039476,5.63804785119936,89.91449056003,1.21377806200846e-07,8.85445528445896e-06,"Myo10",5.29140866093298,"ENSMUSG00000022272.17",TRUE,"ENSMUSG00000022272","ENSG00000145555","MYO10"
"Serpina3c",-2.01336277056676,3.26815305277785,89.2087769649297,1.27617464659863e-07,9.26712575564291e-06,"Serpina3c",-5.28223484025093,"ENSMUSG00000066361.3",TRUE,"ENSMUSG00000066361","ENSG00000196136","SERPINA3"
"Ces1d",-1.91645373077293,3.26451771721124,89.1288535704078,1.28346822310297e-07,9.27772506909387e-06,"Ces1d",-5.28119097112901,"ENSMUSG00000056973.6",TRUE,"ENSMUSG00000056973","ENSG00000198848","CES1"
"Mfap4",0.978426661350518,7.26606741656376,89.0101998251261,1.29438376614047e-07,9.28161944642705e-06,"Mfap4",5.27963939233222,"ENSMUSG00000042436.12",TRUE,"ENSMUSG00000042436","ENSG00000166482","MFAP4"
"Lrrn4cl",-0.737710395803908,8.25689481557193,88.9961877603943,1.29567975671685e-07,9.28161944642705e-06,"Lrrn4cl",-5.27945601641269,"ENSMUSG00000071656.7",TRUE,"ENSMUSG00000071656","ENSG00000177363","LRRN4CL"
"Tnfrsf23",1.22723233263042,4.83238197972626,88.7679905740396,1.31699492385164e-07,9.39200460718059e-06,"Tnfrsf23",5.27646522291856,"ENSMUSG00000037613.16",TRUE,"ENSMUSG00000037613","ENSG00000120889","TNFRSF10B"
"Il1r2",-2.09558796844362,4.76075049425715,88.597527970282,1.33317746121876e-07,9.46496480614375e-06,"Il1r2",-5.27422571152356,"ENSMUSG00000026073.13",TRUE,"ENSMUSG00000026073","ENSG00000115590","IL1R2"
"Acot7",1.12405817592756,3.89016473839466,88.4915576192597,1.34335143445065e-07,9.49480793869719e-06,"Acot7",5.27283115367685,"ENSMUSG00000028937.14",TRUE,"ENSMUSG00000028937","ENSG00000097021","ACOT7"
"Adamtsl4",-0.918344200340515,6.65345050280582,88.2043696209228,1.37137026347341e-07,9.64995632744145e-06,"Adamtsl4",-5.2690427504759,"ENSMUSG00000015850.11",TRUE,"ENSMUSG00000015850","ENSG00000143382","ADAMTSL4"
"Fam129b",0.768883267616756,6.47977176850577,87.8075473051525,1.41118507868275e-07,9.88637722744131e-06,"Fam129b",5.2637862533477,"ENSMUSG00000026796.16",TRUE,"ENSMUSG00000026796","ENSG00000136830","NIBAN2"
"Clec11a",0.822695289295165,5.24531237130304,87.7102412848141,1.42114771274094e-07,9.91250529636804e-06,"Clec11a",5.26249339473426,"ENSMUSG00000004473.10",TRUE,"ENSMUSG00000004473","ENSG00000105472","CLEC11A"
"Col11a1",1.36245917762371,5.18750607033055,87.6049051058573,1.43202272642992e-07,9.9163546825759e-06,"Col11a1",5.26109210531554,"ENSMUSG00000027966.20",TRUE,"ENSMUSG00000027966","ENSG00000060718","COL11A1"
